FDC_ID,Item,Category,Calories,Protein,Carbohydrate,Total fat,Cholesterol,Fiber,Water,Alcohol,Vitamin C,Health Category
172637,"Lamb, New Zealand, imported, neck chops, separable lean and fat, raw","Lamb, Veal, and Game Products",231.0,17.43,0.14,17.9,72.0 mg,0.0,64.7 g,0.0 g,0.0 mg,Indulgent
169506,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",Beef Products,370.0,20.86,0.0,31.18,81.0 mg,0.0,45.96 g,,0.0 mg,Indulgent
172817,"Bread, raisin, unenriched",Baked Products,274.0,7.9,52.3,4.4,0.0 mg,4.3,33.6 g,,0.1 mg,Indulgent
168670,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, raw",Beef Products,239.0,19.33,0.0,17.39,93.0 mg,0.0,62.88 g,0.0 g,0.0 mg,Indulgent
172257,"Babyfood, ravioli, cheese filled, with tomato sauce",Baby Foods,99.0,3.6,16.3,2.2,7.0 mg,0.1,76.5 g,0.0 g,0.1 mg,Balanced
168258,"Pork, fresh, shoulder, arm picnic, separable lean only, raw",Pork Products,120.0,20.26,0.0,3.77,62.0 mg,0.0,75.51 g,0.0 g,0.0 mg,Nourishing
168591,"Seeds, lotus seeds, raw",Nut and Seed Products,89.0,4.13,17.28,0.53,0.0 mg,,77.0 g,,0.0 mg,Balanced
173054,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,246.0,24.66,1.53,15.7,76.0 mg,0.0,57.18 g,0.0 g,0.0 mg,Indulgent
170822,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",Beef Products,225.0,32.21,0.0,10.74,112.0 mg,0.0,56.78 g,0.0 g,0.0 mg,Balanced
174775,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",Beef Products,178.0,27.96,0.0,6.48,76.0 mg,0.0,65.51 g,0.0 g,0.0 mg,Balanced
170489,"Squash, winter, all varieties, raw",Vegetables and Vegetable Products,34.0,0.95,8.59,0.13,0.0 mg,1.5,89.76 g,0.0 g,12.3 mg,Indulgent
171950,"Fish, burbot, raw",Finfish and Shellfish Products,90.0,19.31,0.0,0.81,60.0 mg,0.0,79.26 g,,0.0 mg,Nourishing
175287,"Veal, sirloin, separable lean and fat, cooked, braised","Lamb, Veal, and Game Products",252.0,31.26,0.0,13.14,108.0 mg,0.0,54.49 g,,0.0 mg,Balanced
174155,"Beverages, tea, black, brewed, prepared with distilled water",Beverages,1.0,0.0,0.3,0.0,0.0 mg,0.0,99.7 g,,0.0 mg,Indulgent
173343,Potato salad with egg,"Meals, Entrees, and Side Dishes",157.0,1.96,16.18,9.4,17.0 mg,1.3,70.99 g,0.0 g,0.8 mg,Indulgent
168699,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",Beef Products,223.0,26.05,0.0,12.44,86.0 mg,0.0,61.09 g,0.0 g,0.0 mg,Balanced
168061,Acorn stew (Apache),American Indian/Alaska Native Foods,95.0,6.81,9.22,3.47,20.0 mg,0.7,79.78 g,,0.0 mg,Nourishing
170903,"Yogurt, Greek, plain, lowfat",Dairy and Egg Products,73.0,9.95,3.94,1.92,10.0 mg,0.0,83.56 g,0.0 g,0.8 mg,Nourishing
175056,"Crackers, saltines, low salt (includes oyster, soda, soup)",Baked Products,421.0,9.5,74.34,8.85,0.0 mg,2.9,4.03 g,0.0 g,0.0 mg,Indulgent
170530,"Soybeans, green, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,141.0,12.35,11.05,6.4,0.0 mg,4.2,68.6 g,,17.0 mg,Balanced
170421,"Peas, green, canned, regular pack, solids and liquids",Vegetables and Vegetable Products,58.0,3.01,10.6,0.48,0.0 mg,3.3,85.13 g,0.0 g,7.8 mg,Nourishing
169897,"Beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted",Dairy and Egg Products,358.0,35.8,41.0,5.1,44.0 mg,2.0,7.4 g,0.0 g,138.0 mg,Indulgent
169792,"Babyfood, GERBER, Banana with orange medley",Baby Foods,69.0,1.06,20.41,0.0,0.0 mg,2.1,77.91 g,0.0 g,24.5 mg,Balanced
172701,"Cake, gingerbread, dry mix",Baked Products,437.0,4.4,74.6,13.8,0.0 mg,1.7,4.4 g,0.0 g,0.2 mg,Indulgent
170562,"Seeds, sunflower seed kernels, dried",Nut and Seed Products,584.0,20.78,20.0,51.46,0.0 mg,8.6,4.73 g,0.0 g,1.4 mg,Indulgent
169002,"Sea lion, Steller, heart (Alaska Native)",American Indian/Alaska Native Foods,102.0,17.0,1.0,3.3,,,76.2 g,,,Nourishing
169288,"Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,34.0,4.01,4.8,0.87,0.0 mg,3.7,88.94 g,0.0 g,2.2 mg,Nourishing
174705,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",Beef Products,249.0,25.5,0.4,16.1,85.0 mg,0.0,56.9 g,0.0 g,0.0 mg,Indulgent
170808,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,117.0,21.22,0.0,3.53,68.0 mg,0.0,74.46 g,0.0 g,0.0 mg,Nourishing
171164,"Soup, vegetable with beef broth, canned, condensed","Soups, Sauces, and Gravies",66.0,2.42,10.7,1.56,1.0 mg,1.3,83.27 g,0.0 g,1.9 mg,Balanced
173856,"Bologna, pork",Sausages and Luncheon Meats,247.0,15.3,0.73,19.87,59.0 mg,0.0,60.6 g,0.0 g,0.0 mg,Indulgent
173158,"Formulated Bar, SOUTH BEACH protein bar",Snacks,412.0,30.34,38.4,15.17,3.0 mg,7.3,12.16 g,0.0 g,27.9 mg,Indulgent
170481,"Borage, raw",Vegetables and Vegetable Products,21.0,1.8,3.06,0.7,0.0 mg,,93.0 g,,35.0 mg,Balanced
167700,"Salad Dressing, mayonnaise-like, fat-free",Fats and Oils,84.0,0.2,15.5,2.7,9.0 mg,1.9,78.7 g,0.0 g,0.0 mg,Balanced
172285,"Babyfood, plums, bananas and rice, strained",Baby Foods,57.0,1.1,12.7,0.3,0.0 mg,1.3,85.6 g,0.0 g,12.3 mg,Indulgent
171667,"Cereals, whole wheat hot natural cereal, dry",Breakfast Cereals,342.0,11.2,75.2,2.0,0.0 mg,9.5,9.9 g,0.0 g,0.0 mg,Indulgent
168469,"Squash, summer, zucchini, includes skin, frozen, unprepared",Vegetables and Vegetable Products,17.0,1.16,3.58,0.13,0.0 mg,1.3,94.7 g,0.0 g,5.3 mg,Indulgent
170984,"Babyfood, juice, fruit punch, with calcium",Baby Foods,52.0,0.2,12.7,0.1,0.0 mg,0.4,86.5 g,0.0 g,21.2 mg,Indulgent
169861,"Snacks, popcorn, home-prepared, oil-popped, unsalted",Snacks,500.0,9.0,58.1,28.1,0.0 mg,10.0,2.8 g,0.0 g,0.3 mg,Indulgent
173047,"Beef, top loin petite roast, boneless, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",Beef Products,206.0,28.24,0.88,9.97,79.0 mg,0.0,59.74 g,0.0 g,0.0 mg,Balanced
172033,"Fast foods, english muffin, with egg, cheese, and canadian bacon",Fast Foods,228.0,13.64,21.67,9.66,168.0 mg,0.4,52.58 g,0.0 g,1.1 mg,Balanced
171098,"Turkey, whole, breast, meat only, raw",Poultry Products,114.0,23.66,0.14,1.48,57.0 mg,0.0,74.89 g,0.0 g,0.0 mg,Nourishing
168032,"Oil, walrus (Alaska Native)",American Indian/Alaska Native Foods,900.0,0.0,0.0,100.0,120.0 mg,,0.0 g,,,Indulgent
171191,"Sauce, cheese, ready-to-serve","Soups, Sauces, and Gravies",174.0,6.71,6.83,13.29,29.0 mg,0.5,70.5 g,0.0 g,0.4 mg,Balanced
172752,"Croutons, seasoned",Baked Products,465.0,10.8,63.5,18.3,7.0 mg,5.0,3.6 g,0.0 g,0.0 mg,Indulgent
170858,"Cream, fluid, light whipping",Dairy and Egg Products,292.0,2.17,2.96,30.91,111.0 mg,0.0,63.5 g,0.0 g,0.6 mg,Indulgent
173657,"Water, bottled, non-carbonated, NAYA",Beverages,0.0,0.0,0.0,0.0,,,100.0 g,,,Balanced
173924,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, peach almond, dry",Breakfast Cereals,387.0,10.1,68.61,9.84,0.0 mg,7.4,8.1 g,,16.1 mg,Indulgent
167997,"Candies, NESTLE, OH HENRY! Bar",Sweets,462.0,7.7,65.5,23.0,7.0 mg,1.9,2.3 g,0.0 g,0.0 mg,Indulgent
172461,"MORI-NU, Tofu, silken, firm",Legumes and Legume Products,62.0,6.9,2.4,2.7,0.0 mg,0.1,87.4 g,,0.0 mg,Nourishing
169178,"Pork, fresh, spareribs, separable lean and fat, cooked, roasted",Pork Products,361.0,20.89,0.0,30.86,105.0 mg,0.0,48.11 g,0.0 g,0.0 mg,Indulgent
170967,"Babyfood, cereal, mixed, with applesauce and bananas, junior, fortified",Baby Foods,84.0,0.71,18.79,0.51,0.0 mg,1.0,79.6 g,0.0 g,15.9 mg,Indulgent
172757,"Doughnuts, yeast-leavened, with creme filling",Baked Products,361.0,6.4,30.0,24.5,24.0 mg,0.8,38.2 g,0.0 g,0.0 mg,Indulgent
173548,"Infant formula, MEAD JOHNSON, PROSOBEE, with iron, ready to feed, with ARA and DHA",Baby Foods,64.0,1.64,6.47,3.5,0.0 mg,0.0,88.0 g,0.0 g,7.9 mg,Indulgent
175121,"Fish, mackerel, jack, canned, drained solids",Finfish and Shellfish Products,156.0,23.19,0.0,6.3,79.0 mg,0.0,69.17 g,0.0 g,0.9 mg,Balanced
173368,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,222.0,24.93,0.0,12.79,83.0 mg,0.0,62.04 g,0.0 g,0.0 mg,Balanced
168592,"Nuts, almonds, honey roasted, unblanched",Nut and Seed Products,594.0,18.17,27.9,49.9,0.0 mg,13.7,1.7 g,,0.7 mg,Indulgent
170420,"Peas, green, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,84.0,5.36,15.63,0.22,0.0 mg,5.5,77.87 g,0.0 g,14.2 mg,Nourishing
168731,"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,178.0,28.54,0.0,6.25,81.0 mg,0.0,64.21 g,0.0 g,0.0 mg,Balanced
172938,"Salami, dry or hard, pork",Sausages and Luncheon Meats,407.0,22.58,1.6,33.72,79.0 mg,0.0,36.18 g,0.0 g,0.0 mg,Indulgent
170394,"Carrots, cooked, boiled, drained, without salt",Vegetables and Vegetable Products,35.0,0.76,8.22,0.18,0.0 mg,3.0,90.17 g,0.0 g,3.6 mg,Nourishing
169133,"Plums, canned, purple, extra heavy syrup pack, solids and liquids",Fruits and Fruit Juices,101.0,0.36,26.31,0.1,0.0 mg,1.0,73.0 g,,0.4 mg,Indulgent
171715,"Carambola, (starfruit), raw",Fruits and Fruit Juices,31.0,1.04,6.73,0.33,0.0 mg,2.8,91.38 g,0.0 g,34.4 mg,Nourishing
168697,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",Beef Products,198.0,20.71,0.0,12.15,75.0 mg,0.0,66.32 g,0.0 g,0.0 mg,Balanced
173512,"Babyfood, fruit, applesauce, strained",Baby Foods,41.0,0.2,10.8,0.2,0.0 mg,1.7,88.6 g,0.0 g,38.3 mg,Balanced
174061,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",Beef Products,193.0,32.04,0.0,6.25,86.0 mg,0.0,61.13 g,0.0 g,0.0 mg,Balanced
173842,"Veal, sirloin, separable lean only, cooked, roasted","Lamb, Veal, and Game Products",168.0,26.32,0.0,6.22,104.0 mg,0.0,65.74 g,,0.0 mg,Balanced
169478,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,143.0,20.35,0.0,6.88,68.0 mg,0.0,71.79 g,0.0 g,0.0 mg,Balanced
168825,"Puddings, banana, dry mix, regular, prepared with whole milk",Sweets,111.0,2.74,18.44,2.89,9.0 mg,0.0,74.96 g,0.0 g,0.0 mg,Balanced
168625,"Beef, variety meats and by-products, heart, raw",Beef Products,112.0,17.72,0.14,3.94,124.0 mg,0.0,77.11 g,0.0 g,2.0 mg,Nourishing
173123,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",Beef Products,195.0,29.58,0.0,7.63,87.0 mg,0.0,64.27 g,0.0 g,0.0 mg,Balanced
171951,"Fish, butterfish, raw",Finfish and Shellfish Products,146.0,17.28,0.0,8.02,65.0 mg,0.0,74.13 g,,0.0 mg,Balanced
168294,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, pan-fried",Pork Products,172.0,30.46,0.0,4.62,69.0 mg,0.0,64.81 g,0.0 g,0.0 mg,Balanced
169574,"Alcoholic beverage, daiquiri, prepared-from-recipe",Beverages,186.0,0.06,6.94,0.06,0.0 mg,0.1,69.74 g,23.1 g,1.6 mg,Indulgent
167564,"Candies, NESTLE, BIT-O'-HONEY Candy Chews",Sweets,388.0,2.0,80.89,7.5,0.0 mg,0.2,8.3 g,0.0 g,0.8 mg,Indulgent
174453,"Lamb, New Zealand, imported, hind-shank, separable lean only, cooked, braised","Lamb, Veal, and Game Products",196.0,32.5,0.0,7.37,115.0 mg,0.0,60.93 g,0.0 g,0.0 mg,Balanced
171249,"Cheese, romano",Dairy and Egg Products,387.0,31.8,3.63,26.94,104.0 mg,0.0,30.91 g,0.0 g,0.0 mg,Indulgent
171516,"Chicken, broiler, rotisserie, BBQ, wing, meat only",Poultry Products,186.0,28.34,0.54,7.79,134.0 mg,0.0,62.87 g,0.0 g,0.0 mg,Balanced
170092,Potato pancakes,Vegetables and Vegetable Products,268.0,6.08,27.81,14.76,95.0 mg,3.3,47.77 g,0.0 g,27.6 mg,Balanced
174523,"Sauce, barbecue","Soups, Sauces, and Gravies",172.0,0.82,40.77,0.63,0.0 mg,0.9,54.71 g,0.0 g,0.6 mg,Indulgent
173495,"Babyfood, dinner, vegetables and beef, junior",Baby Foods,77.0,2.21,8.84,3.6,7.0 mg,1.3,84.94 g,0.0 g,0.2 mg,Balanced
171097,"Turkey, whole, back, meat only, cooked, roasted",Poultry Products,173.0,27.71,0.0,6.04,128.0 mg,0.0,65.23 g,0.0 g,0.0 mg,Balanced
169210,"Bamboo shoots, raw",Vegetables and Vegetable Products,27.0,2.6,5.2,0.3,0.0 mg,2.2,91.0 g,0.0 g,4.0 mg,Balanced
175190,"Beans, great northern, mature seeds, raw (Includes foods for USDA's Food Distribution Program)",Legumes and Legume Products,339.0,21.86,62.37,1.14,0.0 mg,20.2,10.7 g,0.0 g,5.3 mg,Indulgent
174744,"Beef, New Zealand, imported, eye round, separable lean and fat, raw",Beef Products,129.0,19.88,1.32,4.92,48.0 mg,0.0,72.9 g,0.0 g,0.0 mg,Balanced
170189,"Seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",Nut and Seed Products,595.0,17.0,21.19,53.76,0.0 mg,9.3,3.05 g,0.0 g,0.0 mg,Indulgent
170540,"Succotash, (corn and limas), cooked, boiled, drained, with salt",Vegetables and Vegetable Products,111.0,5.07,24.37,0.8,0.0 mg,,68.37 g,,8.2 mg,Balanced
171698,"Apricots, canned, water pack, with skin, solids and liquids",Fruits and Fruit Juices,27.0,0.71,6.39,0.16,0.0 mg,1.6,92.36 g,0.0 g,3.4 mg,Balanced
172419,"Quail, meat only, raw",Poultry Products,134.0,21.76,0.0,4.53,70.0 mg,0.0,70.03 g,,7.2 mg,Balanced
171348,"Babyfood, fruit, guava and papaya with tapioca, strained",Baby Foods,63.0,0.2,17.0,0.1,,,82.5 g,,80.9 mg,Balanced
174403,"Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, raw","Lamb, Veal, and Game Products",215.0,18.24,0.0,15.19,66.0 mg,,66.33 g,,,Indulgent
168667,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",Beef Products,302.0,30.12,0.0,19.22,120.0 mg,0.0,50.45 g,0.0 g,0.0 mg,Indulgent
172399,"Chicken, stewing, meat and skin, and giblets and neck, cooked, stewed",Poultry Products,214.0,24.88,0.0,11.91,107.0 mg,0.0,64.24 g,0.0 g,1.0 mg,Balanced
173483,"Babyfood, meat, chicken, strained",Baby Foods,130.0,13.7,0.1,7.9,61.0 mg,0.0,77.5 g,0.0 g,1.7 mg,Balanced
169799,"Blueberries, wild, frozen (Alaska Native)",American Indian/Alaska Native Foods,44.0,0.7,10.4,0.0,,,88.7 g,,2.2 mg,Balanced
174650,Milk and cereal bar,Snacks,413.0,6.47,72.05,10.98,6.0 mg,0.4,8.69 g,0.0 g,15.4 mg,Indulgent
171993,"Fish, drum, freshwater, cooked, dry heat",Finfish and Shellfish Products,153.0,22.49,0.0,6.32,82.0 mg,0.0,70.94 g,,1.0 mg,Balanced
168872,"Oat bran, raw",Cereal Grains and Pasta,246.0,17.3,66.22,7.03,0.0 mg,15.4,6.55 g,0.0 g,0.0 mg,Indulgent
174310,"Lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4"" fat, choice, cooked","Lamb, Veal, and Game Products",586.0,12.16,0.0,59.18,114.0 mg,0.0,26.14 g,0.0 g,0.0 mg,Indulgent
172404,"Chicken, stewing, dark meat, meat only, raw",Poultry Products,157.0,19.7,0.0,8.12,77.0 mg,0.0,71.94 g,0.0 g,4.6 mg,Balanced
174639,"Cereals ready-to-eat, UNCLE SAM CEREAL",Breakfast Cereals,346.0,15.98,65.78,11.6,0.0 mg,20.3,4.43 g,0.0 g,2.4 mg,Indulgent
171958,"Fish, cusk, raw",Finfish and Shellfish Products,87.0,18.99,0.0,0.69,41.0 mg,0.0,76.35 g,,0.0 mg,Nourishing
168587,"Seeds, sisymbrium sp. seeds, whole, dried",Nut and Seed Products,318.0,12.14,58.26,4.6,0.0 mg,,6.1 g,,30.7 mg,Indulgent
170148,"Seeds, hemp seed, hulled",Nut and Seed Products,553.0,31.56,8.67,48.75,0.0 mg,4.0,4.96 g,,0.5 mg,Indulgent
167575,"Ice creams, vanilla",Sweets,207.0,3.5,23.6,11.0,44.0 mg,0.7,61.0 g,0.0 g,0.6 mg,Balanced
173821,"Veal, leg (top round), separable lean and fat, cooked, roasted","Lamb, Veal, and Game Products",160.0,27.7,0.0,4.65,103.0 mg,0.0,66.1 g,0.0 g,0.0 mg,Balanced
169147,"Beets, canned, regular pack, solids and liquids",Vegetables and Vegetable Products,30.0,0.73,7.14,0.09,0.0 mg,1.2,91.3 g,0.0 g,2.8 mg,Indulgent
169487,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, raw",Beef Products,193.0,19.06,0.0,12.4,68.0 mg,0.0,61.88 g,0.0 g,0.0 mg,Balanced
168161,"Prunes, dehydrated (low-moisture), stewed",Fruits and Fruit Juices,113.0,1.23,29.7,0.24,0.0 mg,,67.99 g,,0.0 mg,Balanced
173565,"Oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed",Fats and Oils,884.0,0.0,0.0,100.0,0.0 mg,0.0,0.0 g,0.0 g,0.0 mg,Indulgent
170367,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, regular crust",Fast Foods,280.0,11.5,30.62,12.35,23.0 mg,2.3,43.06 g,0.0 g,1.7 mg,Balanced
168226,"Pork, fresh, leg (ham), shank half, separable lean and fat, raw",Pork Products,193.0,19.87,0.0,11.96,67.0 mg,0.0,67.69 g,0.0 g,0.0 mg,Balanced
169225,"Cucumber, peeled, raw",Vegetables and Vegetable Products,10.0,0.59,2.16,0.16,0.0 mg,0.7,96.73 g,0.0 g,3.2 mg,Indulgent
170284,"Barley, pearled, raw",Cereal Grains and Pasta,352.0,9.91,77.72,1.16,0.0 mg,15.6,10.09 g,0.0 g,0.0 mg,Indulgent
170683,"Amaranth grain, cooked",Cereal Grains and Pasta,102.0,3.8,18.69,1.58,,2.1,75.16 g,,,Balanced
172541,"Veal, variety meats and by-products, spleen, cooked, braised","Lamb, Veal, and Game Products",129.0,24.08,0.0,2.89,447.0 mg,0.0,71.25 g,,40.0 mg,Nourishing
171944,"Beverages, Fruit flavored drink, reduced sugar, greater than 3% fruit juice, high vitamin C, added calcium",Beverages,29.0,0.0,6.67,0.37,0.0 mg,0.0,93.0 g,0.0 g,25.0 mg,Indulgent
171346,"Babyfood, fruit, apple and raspberry, junior",Baby Foods,58.0,0.2,15.4,0.2,0.0 mg,2.1,84.0 g,0.0 g,28.9 mg,Balanced
170165,"Nuts, chestnuts, chinese, dried",Nut and Seed Products,363.0,6.82,79.76,1.81,0.0 mg,,8.9 g,,58.5 mg,Indulgent
173810,"Lamb, New Zealand, imported, loin chop, separable lean only, raw","Lamb, Veal, and Game Products",142.0,19.98,0.0,6.88,66.0 mg,0.0,71.4 g,0.0 g,0.0 mg,Balanced
167665,"Restaurant, Mexican, spanish rice",Restaurant Foods,185.0,3.28,31.16,5.29,0.0 mg,1.2,58.54 g,0.0 g,0.1 mg,Balanced
169985,"Cassava, raw",Vegetables and Vegetable Products,160.0,1.36,38.06,0.28,0.0 mg,1.8,59.68 g,0.0 g,20.6 mg,Indulgent
170119,"Pumpkin, flowers, cooked, boiled, drained, with salt",Vegetables and Vegetable Products,15.0,1.09,3.18,0.08,0.0 mg,0.9,95.2 g,0.0 g,5.0 mg,Indulgent
169718,Triticale,Cereal Grains and Pasta,336.0,13.05,72.13,2.09,0.0 mg,,10.51 g,,0.0 mg,Indulgent
174435,"Lamb, New Zealand, imported, subcutaneous fat, raw","Lamb, Veal, and Game Products",703.0,3.87,0.55,76.16,78.0 mg,0.0,19.17 g,0.0 g,0.0 mg,Indulgent
174464,"Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean and fat, raw","Lamb, Veal, and Game Products",252.0,16.9,0.2,20.36,61.0 mg,0.0,62.47 g,0.0 g,0.0 mg,Indulgent
171447,"Chicken, broilers or fryers, meat and skin, raw",Poultry Products,215.0,18.6,0.0,15.06,75.0 mg,0.0,65.99 g,0.0 g,1.6 mg,Indulgent
168679,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",Beef Products,400.0,22.57,0.0,33.7,85.0 mg,0.0,43.4 g,,0.0 mg,Indulgent
169108,"Passion-fruit, (granadilla), purple, raw",Fruits and Fruit Juices,97.0,2.2,23.38,0.7,0.0 mg,10.4,72.93 g,0.0 g,30.0 mg,Balanced
174217,"Mollusks, mussel, blue, cooked, moist heat",Finfish and Shellfish Products,172.0,23.8,7.39,4.48,56.0 mg,0.0,61.15 g,,13.6 mg,Balanced
173583,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, with salt",Fats and Oils,526.0,0.6,0.0,59.17,1.0 mg,0.0,38.68 g,0.0 g,0.1 mg,Indulgent
171310,"Yogurt, Greek, nonfat, lemon blend, CHOBANI",Dairy and Egg Products,78.0,8.62,10.66,0.15,2.0 mg,0.5,79.9 g,,0.0 mg,Nourishing
170053,"Tomatoes, red, ripe, canned, with green chilies",Vegetables and Vegetable Products,15.0,0.69,3.62,0.08,0.0 mg,,94.23 g,,6.2 mg,Balanced
170291,"Fast foods, nachos, with cheese",Fast Foods,343.0,4.32,34.91,21.5,3.0 mg,3.2,37.4 g,0.0 g,1.1 mg,Indulgent
169866,"Frankfurter, meat and poultry, low fat",Sausages and Luncheon Meats,121.0,15.5,8.4,2.8,44.0 mg,0.1,69.9 g,0.0 g,0.4 mg,Nourishing
171444,"Salad dressing, mayonnaise-type, light",Fats and Oils,158.0,0.65,16.4,10.0,0.0 mg,0.0,71.2 g,0.0 g,0.0 mg,Indulgent
169538,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",Beef Products,228.0,20.61,0.0,15.49,81.0 mg,0.0,63.43 g,0.0 g,0.0 mg,Indulgent
173446,KRAFT CHEEZ WHIZ LIGHT Pasteurized Process Cheese Product,Dairy and Egg Products,215.0,16.3,16.2,9.5,35.0 mg,0.2,51.5 g,,0.4 mg,Balanced
171358,"Babyfood, cereal, barley, dry fortified",Baby Foods,376.0,13.2,69.4,6.6,0.0 mg,6.6,6.8 g,0.0 g,0.0 mg,Indulgent
170409,"Corn, sweet, yellow, canned, brine pack, regular pack, solids and liquids",Vegetables and Vegetable Products,61.0,1.95,13.86,0.77,0.0 mg,1.7,82.61 g,0.0 g,2.6 mg,Balanced
173038,"Grapefruit juice, pink or red, with added calcium",Fruits and Fruit Juices,39.0,0.51,7.74,0.68,0.0 mg,0.3,90.77 g,0.0 g,22.2 mg,Indulgent
172107,"HOT POCKETS, meatballs & mozzarella stuffed sandwich, frozen","Meals, Entrees, and Side Dishes",252.0,9.32,30.68,10.23,20.0 mg,2.2,47.21 g,0.0 g,0.6 mg,Balanced
168015,"Sweet Potatoes, french fried, crosscut, frozen, unprepared",Vegetables and Vegetable Products,209.0,1.7,25.52,11.1,0.0 mg,3.4,60.59 g,,4.2 mg,Balanced
174292,"MORI-NU, Tofu, silken, soft",Legumes and Legume Products,55.0,4.8,2.9,2.7,0.0 mg,0.1,89.0 g,,0.0 mg,Balanced
170954,"Babyfood, fruit, bananas and pineapple with tapioca, strained",Baby Foods,65.0,0.2,17.8,0.0,0.0 mg,1.6,81.7 g,0.0 g,19.2 mg,Balanced
170134,"Sweet potato, cooked, baked in skin, flesh, with salt",Vegetables and Vegetable Products,90.0,2.01,20.71,0.15,0.0 mg,3.3,75.78 g,0.0 g,19.6 mg,Balanced
172030,"Fast foods, biscuit, with ham",Fast Foods,342.0,11.85,38.75,16.3,22.0 mg,0.7,28.4 g,0.0 g,0.1 mg,Indulgent
173352,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",Beef Products,215.0,20.28,0.0,14.19,62.0 mg,0.0,65.0 g,0.0 g,0.0 mg,Balanced
174320,"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted","Lamb, Veal, and Game Products",202.0,26.59,0.0,9.76,87.0 mg,0.0,62.76 g,,0.0 mg,Balanced
168958,"Pasta mix, Italian four cheese lasagna, unprepared","Meals, Entrees, and Side Dishes",355.0,12.53,70.26,2.7,1.0 mg,2.6,8.07 g,,,Indulgent
170444,"Potatoes, canned, drained solids",Vegetables and Vegetable Products,60.0,1.41,13.61,0.21,0.0 mg,2.3,84.28 g,0.0 g,5.1 mg,Balanced
170625,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, cooked, broiled",Beef Products,198.0,28.04,0.0,8.7,80.0 mg,0.0,60.3 g,,0.0 mg,Balanced
169151,"Pork, cured, ham -- water added, slice, bone-in, separable lean only, unheated",Pork Products,95.0,17.38,1.23,2.29,54.0 mg,0.0,76.75 g,0.0 g,0.0 mg,Nourishing
168209,"Raspberries, frozen, red, unsweetened",Fruits and Fruit Juices,56.0,1.15,12.55,0.81,0.0 mg,4.3,85.01 g,,17.6 mg,Nourishing
168116,"Snacks, tortilla chips, unsalted, white corn",Snacks,503.0,7.79,65.32,23.36,0.0 mg,5.3,2.09 g,0.0 g,0.0 mg,Indulgent
172557,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised","Lamb, Veal, and Game Products",339.0,28.92,0.0,23.88,116.0 mg,0.0,45.65 g,,0.0 mg,Indulgent
